QID,timestamp,selected,correct,time_spent
1259,2026-04-06 12:00:00,D,TRUE
1086,2026-04-06 12:00:00,D,FALSE
1250,2026-04-06 12:00:00,E,TRUE
1406,2026-04-06 12:00:00,E,TRUE
1468,2026-04-06 12:00:00,B,TRUE
1225,2026-04-06 12:00:00,B,TRUE
1471,2026-04-06 12:00:00,A,TRUE
1116,2026-04-06 12:00:00,B,TRUE
1402,2026-04-06 12:00:00,D,TRUE
1114,2026-04-06 12:00:00,B,TRUE
1232,2026-04-06 12:00:00,B,TRUE
1234,2026-04-06 12:00:00,D,TRUE
1238,2026-04-06 12:00:00,B,TRUE
1393,2026-04-06 12:00:00,B,TRUE
1390,2026-04-06 12:00:00,B,FALSE
1105,2026-04-07 12:00:00,A,TRUE
1373,2026-04-07 12:00:00,D,TRUE
1425,2026-04-07 12:00:00,C,TRUE
1371,2026-04-07 12:00:00,C,FALSE
1501,2026-04-07 12:00:00,C,TRUE
1501,2026-04-07 12:00:00,C,TRUE
1501,2026-04-07 12:00:00,C,TRUE
1501,2026-04-07 12:00:00,C,TRUE
1501,2026-04-07 12:00:00,C,TRUE
1501,2026-04-07 12:00:00,C,TRUE
1446,2026-04-07 12:00:00,C,TRUE
1496,2026-04-07 12:00:00,C,TRUE
1357,2026-04-07 12:00:00,E,TRUE
1318,2026-04-07 12:00:00,E,FALSE
1384,2026-04-07 12:00:00,D,TRUE
1287,2026-04-08 12:00:00,D,TRUE
1318,2026-04-08 12:00:00,E,FALSE
1408,2026-04-08 12:00:00,E,TRUE
1191,2026-04-08 12:00:00,A,TRUE
1424,2026-04-08 12:00:00,B,TRUE
1278,2026-04-08 12:00:00,D,TRUE
1457,2026-04-08 12:00:00,C,TRUE
1593,2026-04-08 12:00:00,A,TRUE
1517,2026-04-08 12:00:00,C,TRUE
1345,2026-04-08 12:00:00,B,TRUE
1421,2026-04-08 12:00:00,B,TRUE
1305,2026-04-08 12:00:00,C,TRUE
1578,2026-04-08 12:00:00,C,FALSE
1721,2026-04-08 12:00:00,E,TRUE
1601,2026-04-08 12:00:00,D,TRUE
1253,2026-04-09 12:00:00,A,FALSE
1627,2026-04-09 12:00:00,A,FALSE
1281,2026-04-09 12:00:00,B,TRUE
1318,2026-04-09 12:00:00,D,TRUE
1716,2026-04-09 12:00:00,D,TRUE
1747,2026-04-09 12:00:00,C,TRUE
1304,2026-04-09 12:00:00,C,TRUE
1627,2026-04-09 12:00:00,D,TRUE
1688,2026-04-09 12:00:00,C,FALSE
1218,2026-04-09 12:00:00,D,FALSE
1412,2026-04-09 12:00:00,C,FALSE
1494,2026-04-09 12:00:00,D,FALSE
1684,2026-04-09 12:00:00,E,FALSE
1528,2026-04-09 12:00:00,B,TRUE
1653,2026-04-09 12:00:00,B,TRUE
1684,2026-04-10 12:00:00,C,TRUE
1414,2026-04-10 12:00:00,E,TRUE
1211,2026-04-10 12:00:00,D,TRUE
1494,2026-04-10 12:00:00,B,TRUE
1718,2026-04-10 12:00:00,C,TRUE
1253,2026-04-10 12:00:00,D,TRUE
1656,2026-04-10 12:00:00,C,TRUE
1218,2026-04-10 12:00:00,E,TRUE
1218,2026-04-10 12:00:00,E,TRUE
1688,2026-04-10 12:00:00,A,TRUE
1423,2026-04-10 12:00:00,C,FALSE
1298,2026-04-10 12:00:00,A,TRUE
1738,2026-04-10 12:00:00,C,FALSE
1423,2026-04-10 12:00:00,A,TRUE
1738,2026-04-10 12:00:00,E,TRUE
1412,2026-04-11 12:00:00,B,TRUE
1420,2026-04-11 12:00:00,D,FALSE
1318,2026-04-11 12:00:00,D,TRUE
1605,2026-04-11 12:00:00,A,TRUE
1723,2026-04-11 12:00:00,C,TRUE
1639,2026-04-11 12:00:00,A,TRUE
1568,2026-04-11 12:00:00,C,TRUE
1420,2026-04-11 12:00:00,E,TRUE
1629,2026-04-11 12:00:00,C,TRUE
1359,2026-04-11 12:00:00,E,FALSE
1666,2026-04-11 12:00:00,B,TRUE
